episode,step,agent_x,agent_y,action,reward,done,success,episode_success
1,24,1,0,3,-1.0,False,False,False
1,25,0,0,3,-1.0,False,False,False
1,26,0,0,1,-1.0,False,False,False
1,27,1,0,0,-1.0,False,False,False
1,28,1,0,2,-1.0,False,False,False
1,29,1,0,3,-1.0,False,False,False
2,0,0,0,0,-1.0,False,False,False
2,1,0,1,3,-1.0,False,False,False
2,2,0,1,0,-1.0,False,False,False
2,3,0,2,0,-1.0,False,False,False
2,4,0,3,3,-1.0,False,False,False
2,5,0,3,0,-1.0,False,False,False
2,6,0,4,0,-1.0,False,False,False
2,7,0,4,2,-1.0,False,False,False
2,8,0,3,0,-1.0,False,False,False
2,9,0,4,1,-1.0,False,False,False
2,10,1,4,0,-1.0,False,False,False
2,11,1,4,1,-1.0,False,False,False
2,12,2,4,0,-1.0,False,False,False
2,13,2,4,1,-1.0,False,False,False
2,14,3,4,0,-1.0,False,False,False
2,15,3,4,1,20.0,True,True,True
3,0,0,0,3,-1.0,False,False,False
3,1,0,0,0,-1.0,False,False,False
3,2,0,1,2,-1.0,False,False,False
3,3,0,0,2,-1.0,False,False,False
3,4,0,0,0,-1.0,False,False,False
3,5,0,1,1,-1.0,False,False,False
3,6,0,1,3,-1.0,False,False,False
3,7,0,1,0,-1.0,False,False,False
3,8,0,2,1,-1.0,False,False,False
3,9,1,2,2,-1.0,False,False,False
3,10,1,2,3,-1.0,False,False,False
3,11,0,2,3,-1.0,False,False,False
3,12,0,2,3,-1.0,False,False,False
3,13,0,2,2,-1.0,False,False,False
3,14,0,1,2,-1.0,False,False,False
3,15,0,0,1,-1.0,False,False,False
3,16,1,0,1,-1.0,False,False,False
3,17,2,0,3,-1.0,False,False,False
3,18,1,0,0,-1.0,False,False,False
3,19,1,0,2,-1.0,False,False,False
3,20,1,0,3,-1.0,False,False,False
3,21,0,0,3,-1.0,False,False,False
3,22,0,0,0,-1.0,False,False,False
3,23,0,1,1,-1.0,False,False,False
3,24,0,1,3,-1.0,False,False,False
3,25,0,1,0,-1.0,False,False,False
3,26,0,2,0,-1.0,False,False,False
3,27,0,3,1,-1.0,False,False,False
3,28,0,3,2,-1.0,False,False,False
3,29,0,2,1,-1.0,False,False,False
4,0,0,0,2,-1.0,False,False,False
4,1,0,0,1,-1.0,False,False,False
4,2,1,0,0,-1.0,False,False,False
4,3,1,0,1,-1.0,False,False,False
4,4,2,0,1,-1.0,False,False,False
4,5,3,0,3,-1.0,False,False,False
4,6,2,0,2,-1.0,False,False,False
4,7,2,0,0,-1.0,False,False,False
4,8,2,1,1,-1.0,False,False,False
4,9,2,1,2,-1.0,False,False,False
4,10,2,0,1,-1.0,False,False,False
4,11,3,0,3,-1.0,False,False,False
4,12,2,0,2,-1.0,False,False,False
4,13,2,0,0,-1.0,False,False,False
4,14,2,1,3,-1.0,False,False,False
4,15,2,1,0,-1.0,False,False,False
4,16,2,1,1,-1.0,False,False,False
4,17,2,1,3,-1.0,False,False,False
4,18,2,1,2,-1.0,False,False,False
4,19,2,0,1,-1.0,False,False,False
4,20,3,0,0,-1.0,False,False,False
4,21,3,0,1,-1.0,False,False,False
4,22,4,0,0,-1.0,False,False,False
4,23,4,1,0,-1.0,False,False,False
4,24,4,2,2,-1.0,False,False,False
4,25,4,1,1,-1.0,False,False,False
4,26,4,1,2,-1.0,False,False,False
4,27,4,0,3,-1.0,False,False,False
4,28,3,0,2,-1.0,False,False,False
4,29,3,0,0,-1.0,False,False,False
5,0,0,0,3,-1.0,False,False,False
5,1,0,0,1,-1.0,False,False,False
5,2,1,0,1,-1.0,False,False,False
5,3,2,0,2,-1.0,False,False,False
5,4,2,0,3,-1.0,False,False,False
5,5,1,0,2,-1.0,False,False,False
5,6,1,0,3,-1.0,False,False,False
5,7,0,0,3,-1.0,False,False,False
5,8,0,0,2,-1.0,False,False,False
5,9,0,0,1,-1.0,False,False,False
5,10,1,0,3,-1.0,False,False,False
5,11,0,0,1,-1.0,False,False,False
5,12,1,0,1,-1.0,False,False,False
5,13,2,0,1,-1.0,False,False,False
5,14,3,0,1,-1.0,False,False,False
5,15,4,0,1,-1.0,False,False,False
5,16,4,0,2,-1.0,False,False,False
5,17,4,0,0,-1.0,False,False,False
5,18,4,1,3,-1.0,False,False,False
5,19,4,1,2,-1.0,False,False,False
5,20,4,0,1,-1.0,False,False,False
5,21,4,0,2,-1.0,False,False,False
5,22,4,0,3,-1.0,False,False,False
5,23,3,0,2,-1.0,False,False,False
5,24,3,0,3,-1.0,False,False,False
5,25,2,0,0,-1.0,False,False,False
5,26,2,1,0,-1.0,False,False,False
5,27,2,1,1,-1.0,False,False,False
5,28,2,1,3,-1.0,False,False,False
5,29,2,1,2,-1.0,False,False,False
6,0,0,0,3,-1.0,False,False,False
6,1,0,0,0,-1.0,False,False,False
6,2,0,1,2,-1.0,False,False,False
6,3,0,0,2,-1.0,False,False,False
6,4,0,0,0,-1.0,False,False,False
6,5,0,1,1,-1.0,False,False,False
6,6,0,1,3,-1.0,False,False,False
6,7,0,1,0,-1.0,False,False,False
6,8,0,2,3,-1.0,False,False,False
6,9,0,2,2,-1.0,False,False,False
6,10,0,1,0,-1.0,False,False,False
6,11,0,2,3,-1.0,False,False,False
6,12,0,2,0,-1.0,False,False,False
6,13,0,3,3,-1.0,False,False,False
6,14,0,3,1,-1.0,False,False,False
6,15,0,3,1,-1.0,False,False,False
6,16,0,3,3,-1.0,False,False,False
6,17,0,3,1,-1.0,False,False,False
6,18,0,3,2,-1.0,False,False,False
6,19,0,2,1,-1.0,False,False,False
6,20,1,2,0,-1.0,False,False,False
6,21,1,2,0,-1.0,False,False,False
6,22,1,2,0,-1.0,False,False,False
6,23,1,2,1,-1.0,False,False,False
6,24,1,2,2,-1.0,False,False,False
6,25,1,2,0,-1.0,False,False,False
6,26,1,2,3,-1.0,False,False,False
6,27,0,2,0,-1.0,False,False,False
6,28,0,3,0,-1.0,False,False,False
6,29,0,4,0,-1.0,False,False,False
7,0,0,0,2,-1.0,False,False,False
7,1,0,0,1,-1.0,False,False,False
7,2,1,0,0,-1.0,False,False,False
7,3,1,0,2,-1.0,False,False,False
7,4,1,0,1,-1.0,False,False,False
7,5,2,0,2,-1.0,False,False,False
7,6,2,0,1,-1.0,False,False,False
7,7,3,0,1,-1.0,False,False,False
7,8,4,0,0,-1.0,False,False,False
7,9,4,1,0,-1.0,False,False,False
7,10,4,2,0,-1.0,False,False,False
7,11,4,3,3,-1.0,False,False,False
7,12,4,3,0,20.0,True,True,True
8,0,0,0,0,-1.0,False,False,False
8,1,0,1,1,-1.0,False,False,False
8,2,0,1,3,-1.0,False,False,False
8,3,0,1,2,-1.0,False,False,False
8,4,0,0,3,-1.0,False,False,False
8,5,0,0,1,-1.0,False,False,False
8,6,1,0,0,-1.0,False,False,False
8,7,1,0,1,-1.0,False,False,False
8,8,2,0,3,-1.0,False,False,False
8,9,1,0,2,-1.0,False,False,False
8,10,1,0,3,-1.0,False,False,False
8,11,0,0,0,-1.0,False,False,False
8,12,0,1,0,-1.0,False,False,False
8,13,0,2,1,-1.0,False,False,False
8,14,1,2,1,-1.0,False,False,False
8,15,1,2,2,-1.0,False,False,False
8,16,1,2,1,-1.0,False,False,False
8,17,1,2,2,-1.0,False,False,False
8,18,1,2,3,-1.0,False,False,False
8,19,0,2,1,-1.0,False,False,False
8,20,1,2,1,-1.0,False,False,False
8,21,1,2,3,-1.0,False,False,False
8,22,0,2,2,-1.0,False,False,False
8,23,0,1,1,-1.0,False,False,False
8,24,0,1,2,-1.0,False,False,False
8,25,0,0,2,-1.0,False,False,False
8,26,0,0,1,-1.0,False,False,False
8,27,1,0,1,-1.0,False,False,False
8,28,2,0,1,-1.0,False,False,False
8,29,3,0,0,-1.0,False,False,False
9,0,0,0,2,-1.0,False,False,False
9,1,0,0,3,-1.0,False,False,False
9,2,0,0,0,-1.0,False,False,False
9,3,0,1,3,-1.0,False,False,False
9,4,0,1,3,-1.0,False,False,False
9,5,0,1,0,-1.0,False,False,False
9,6,0,2,3,-1.0,False,False,False
9,7,0,2,0,-1.0,False,False,False
9,8,0,3,3,-1.0,False,False,False
9,9,0,3,0,-1.0,False,False,False
9,10,0,4,1,-1.0,False,False,False
9,11,1,4,2,-1.0,False,False,False
9,12,1,4,3,-1.0,False,False,False
9,13,0,4,3,-1.0,False,False,False
9,14,0,4,1,-1.0,False,False,False
9,15,1,4,0,-1.0,False,False,False
9,16,1,4,1,-1.0,False,False,False
9,17,2,4,3,-1.0,False,False,False
9,18,1,4,2,-1.0,False,False,False
9,19,1,4,3,-1.0,False,False,False
9,20,0,4,0,-1.0,False,False,False
9,21,0,4,2,-1.0,False,False,False
9,22,0,3,2,-1.0,False,False,False
9,23,0,2,3,-1.0,False,False,False
9,24,0,2,2,-1.0,False,False,False
9,25,0,1,1,-1.0,False,False,False
9,26,0,1,0,-1.0,False,False,False
9,27,0,2,0,-1.0,False,False,False
9,28,0,3,0,-1.0,False,False,False
9,29,0,4,3,-1.0,False,False,False
10,0,0,0,1,-1.0,False,False,False
10,1,1,0,0,-1.0,False,False,False
10,2,1,0,2,-1.0,False,False,False
10,3,1,0,1,-1.0,False,False,False
10,4,2,0,0,-1.0,False,False,False
10,5,2,1,0,-1.0,False,False,False
10,6,2,1,1,-1.0,False,False,False
10,7,2,1,2,-1.0,False,False,False
10,8,2,0,2,-1.0,False,False,False
10,9,2,0,0,-1.0,False,False,False
10,10,2,1,3,-1.0,False,False,False
10,11,2,1,0,-1.0,False,False,False
10,12,2,1,1,-1.0,False,False,False
10,13,2,1,3,-1.0,False,False,False
10,14,2,1,2,-1.0,False,False,False
10,15,2,0,0,-1.0,False,False,False
10,16,2,1,0,-1.0,False,False,False
10,17,2,1,1,-1.0,False,False,False
10,18,2,1,3,-1.0,False,False,False
10,19,2,1,2,-1.0,False,False,False
10,20,2,0,1,-1.0,False,False,False
10,21,3,0,2,-1.0,False,False,False
10,22,3,0,2,-1.0,False,False,False
10,23,3,0,1,-1.0,False,False,False
10,24,4,0,1,-1.0,False,False,False
10,25,4,0,0,-1.0,False,False,False
10,26,4,1,1,-1.0,False,False,False
10,27,4,1,3,-1.0,False,False,False
10,28,4,1,0,-1.0,False,False,False
10,29,4,2,1,-1.0,False,False,False
11,0,0,0,0,-1.0,False,False,False
11,1,0,1,0,-1.0,False,False,False
11,2,0,2,1,-1.0,False,False,False
11,3,1,2,2,-1.0,False,False,False
11,4,1,2,0,-1.0,False,False,False
11,5,1,2,1,-1.0,False,False,False
11,6,1,2,3,-1.0,False,False,False
11,7,0,2,0,-1.0,False,False,False
11,8,0,3,3,-1.0,False,False,False
11,9,0,3,0,-1.0,False,False,False
11,10,0,4,0,-1.0,False,False,False
11,11,0,4,1,-1.0,False,False,False
11,12,1,4,1,-1.0,False,False,False
11,13,2,4,2,-1.0,False,False,False
11,14,2,3,0,-1.0,False,False,False
11,15,2,4,0,-1.0,False,False,False
11,16,2,4,1,-1.0,False,False,False
11,17,3,4,1,20.0,True,True,True
12,0,0,0,3,-1.0,False,False,False
12,1,0,0,1,-1.0,False,False,False
12,2,1,0,1,-1.0,False,False,False
12,3,2,0,3,-1.0,False,False,False
12,4,1,0,2,-1.0,False,False,False
12,5,1,0,0,-1.0,False,False,False
12,6,1,0,0,-1.0,False,False,False
12,7,1,0,3,-1.0,False,False,False
12,8,0,0,2,-1.0,False,False,False
12,9,0,0,0,-1.0,False,False,False
12,10,0,1,0,-1.0,False,False,False
12,11,0,2,1,-1.0,False,False,False
12,12,1,2,2,-1.0,False,False,False
12,13,1,2,3,-1.0,False,False,False
12,14,0,2,3,-1.0,False,False,False
12,15,0,2,0,-1.0,False,False,False
12,16,0,3,1,-1.0,False,False,False
12,17,0,3,2,-1.0,False,False,False
12,18,0,2,2,-1.0,False,False,False
12,19,0,1,2,-1.0,False,False,False
12,20,0,0,1,-1.0,False,False,False
12,21,1,0,2,-1.0,False,False,False
12,22,1,0,1,-1.0,False,False,False
12,23,2,0,2,-1.0,False,False,False
12,24,2,0,1,-1.0,False,False,False
12,25,3,0,0,-1.0,False,False,False
12,26,3,0,3,-1.0,False,False,False
12,27,2,0,1,-1.0,False,False,False
12,28,3,0,1,-1.0,False,False,False
12,29,4,0,3,-1.0,False,False,False
13,0,0,0,3,-1.0,False,False,False
13,1,0,0,1,-1.0,False,False,False
13,2,1,0,1,-1.0,False,False,False
13,3,2,0,2,-1.0,False,False,False
13,4,2,0,0,-1.0,False,False,False
13,5,2,1,0,-1.0,False,False,False
13,6,2,1,1,-1.0,False,False,False
13,7,2,1,3,-1.0,False,False,False
13,8,2,1,2,-1.0,False,False,False
13,9,2,0,3,-1.0,False,False,False
13,10,1,0,0,-1.0,False,False,False
13,11,1,0,3,-1.0,False,False,False
13,12,0,0,0,-1.0,False,False,False
13,13,0,1,3,-1.0,False,False,False
13,14,0,1,0,-1.0,False,False,False
13,15,0,2,1,-1.0,False,False,False
13,16,1,2,0,-1.0,False,False,False
13,17,1,2,1,-1.0,False,False,False
13,18,1,2,3,-1.0,False,False,False
13,19,0,2,3,-1.0,False,False,False
13,20,0,2,0,-1.0,False,False,False
13,21,0,3,1,-1.0,False,False,False
13,22,0,3,3,-1.0,False,False,False
13,23,0,3,1,-1.0,False,False,False
13,24,0,3,0,-1.0,False,False,False
13,25,0,4,3,-1.0,False,False,False
13,26,0,4,2,-1.0,False,False,False
13,27,0,3,0,-1.0,False,False,False
13,28,0,4,1,-1.0,False,False,False
13,29,1,4,0,-1.0,False,False,False
14,0,0,0,2,-1.0,False,False,False
14,1,0,0,1,-1.0,False,False,False
14,2,1,0,1,-1.0,False,False,False
14,3,2,0,1,-1.0,False,False,False
14,4,3,0,2,-1.0,False,False,False
14,5,3,0,0,-1.0,False,False,False
14,6,3,0,1,-1.0,False,False,False
14,7,4,0,2,-1.0,False,False,False
14,8,4,0,1,-1.0,False,False,False
14,9,4,0,2,-1.0,False,False,False
14,10,4,0,0,-1.0,False,False,False
14,11,4,1,1,-1.0,False,False,False
14,12,4,1,2,-1.0,False,False,False
14,13,4,0,3,-1.0,False,False,False
14,14,3,0,1,-1.0,False,False,False
14,15,4,0,1,-1.0,False,False,False
14,16,4,0,1,-1.0,False,False,False
14,17,4,0,2,-1.0,False,False,False
14,18,4,0,0,-1.0,False,False,False
14,19,4,1,3,-1.0,False,False,False
14,20,4,1,0,-1.0,False,False,False
14,21,4,2,3,-1.0,False,False,False
14,22,3,2,0,-1.0,False,False,False
14,23,3,2,0,-1.0,False,False,False
14,24,3,2,3,-1.0,False,False,False
14,25,3,2,1,-1.0,False,False,False
14,26,4,2,0,-1.0,False,False,False
14,27,4,3,0,20.0,True,True,True
15,0,0,0,3,-1.0,False,False,False
15,1,0,0,3,-1.0,False,False,False
15,2,0,0,0,-1.0,False,False,False
15,3,0,1,1,-1.0,False,False,False
15,4,0,1,0,-1.0,False,False,False
15,5,0,2,2,-1.0,False,False,False
15,6,0,1,3,-1.0,False,False,False
15,7,0,1,1,-1.0,False,False,False
15,8,0,1,2,-1.0,False,False,False
15,9,0,0,0,-1.0,False,False,False
15,10,0,1,3,-1.0,False,False,False
15,11,0,1,1,-1.0,False,False,False
15,12,0,1,2,-1.0,False,False,False
15,13,0,0,0,-1.0,False,False,False
15,14,0,1,0,-1.0,False,False,False
15,15,0,2,3,-1.0,False,False,False
15,16,0,2,0,-1.0,False,False,False
15,17,0,3,1,-1.0,False,False,False
15,18,0,3,2,-1.0,False,False,False
15,19,0,2,0,-1.0,False,False,False
15,20,0,3,3,-1.0,False,False,False
15,21,0,3,0,-1.0,False,False,False
15,22,0,4,0,-1.0,False,False,False
15,23,0,4,3,-1.0,False,False,False
15,24,0,4,1,-1.0,False,False,False
15,25,1,4,1,-1.0,False,False,False
15,26,2,4,1,-1.0,False,False,False
15,27,3,4,1,20.0,True,True,True
16,0,0,0,1,-1.0,False,False,False
16,1,1,0,2,-1.0,False,False,False
16,2,1,0,1,-1.0,False,False,False
16,3,2,0,3,-1.0,False,False,False
16,4,1,0,1,-1.0,False,False,False
16,5,2,0,1,-1.0,False,False,False
16,6,3,0,1,-1.0,False,False,False
16,7,4,0,3,-1.0,False,False,False
16,8,3,0,3,-1.0,False,False,False
16,9,2,0,2,-1.0,False,False,False
16,10,2,0,0,-1.0,False,False,False
16,11,2,1,0,-1.0,False,False,False
16,12,2,1,1,-1.0,False,False,False
16,13,2,1,3,-1.0,False,False,False
16,14,2,1,2,-1.0,False,False,False
16,15,2,0,1,-1.0,False,False,False
16,16,3,0,2,-1.0,False,False,False
16,17,3,0,0,-1.0,False,False,False
16,18,3,0,2,-1.0,False,False,False
16,19,3,0,0,-1.0,False,False,False
16,20,3,0,3,-1.0,False,False,False
16,21,2,0,3,-1.0,False,False,False
16,22,1,0,0,-1.0,False,False,False
16,23,1,0,1,-1.0,False,False,False
16,24,2,0,1,-1.0,False,False,False
16,25,3,0,1,-1.0,False,False,False
16,26,4,0,0,-1.0,False,False,False
16,27,4,1,0,-1.0,False,False,False
16,28,4,2,0,-1.0,False,False,False
16,29,4,3,0,20.0,True,True,True
17,0,0,0,2,-1.0,False,False,False
17,1,0,0,1,-1.0,False,False,False
17,2,1,0,3,-1.0,False,False,False
17,3,0,0,2,-1.0,False,False,False
17,4,0,0,1,-1.0,False,False,False
17,5,1,0,2,-1.0,False,False,False
17,6,1,0,0,-1.0,False,False,False
17,7,1,0,1,-1.0,False,False,False
17,8,2,0,2,-1.0,False,False,False
17,9,2,0,0,-1.0,False,False,False
17,10,2,1,3,-1.0,False,False,False
17,11,2,1,0,-1.0,False,False,False
17,12,2,1,1,-1.0,False,False,False
17,13,2,1,2,-1.0,False,False,False
17,14,2,0,1,-1.0,False,False,False
17,15,3,0,2,-1.0,False,False,False
17,16,3,0,1,-1.0,False,False,False
17,17,4,0,2,-1.0,False,False,False
17,18,4,0,0,-1.0,False,False,False
17,19,4,1,1,-1.0,False,False,False
17,20,4,1,3,-1.0,False,False,False
17,21,4,1,0,-1.0,False,False,False
17,22,4,2,2,-1.0,False,False,False
17,23,4,1,0,-1.0,False,False,False
17,24,4,2,0,-1.0,False,False,False
17,25,4,3,0,20.0,True,True,True
18,0,0,0,3,-1.0,False,False,False
18,1,0,0,0,-1.0,False,False,False
18,2,0,1,3,-1.0,False,False,False
18,3,0,1,0,-1.0,False,False,False
18,4,0,2,1,-1.0,False,False,False
18,5,1,2,2,-1.0,False,False,False
18,6,1,2,1,-1.0,False,False,False
18,7,1,2,0,-1.0,False,False,False
18,8,1,2,0,-1.0,False,False,False
18,9,1,2,2,-1.0,False,False,False
18,10,1,2,3,-1.0,False,False,False
18,11,0,2,3,-1.0,False,False,False
18,12,0,2,1,-1.0,False,False,False
18,13,1,2,2,-1.0,False,False,False
18,14,1,2,1,-1.0,False,False,False
18,15,1,2,0,-1.0,False,False,False
18,16,1,2,1,-1.0,False,False,False
18,17,1,2,2,-1.0,False,False,False
18,18,1,2,3,-1.0,False,False,False
18,19,0,2,3,-1.0,False,False,False
18,20,0,2,2,-1.0,False,False,False
18,21,0,1,1,-1.0,False,False,False
18,22,0,1,2,-1.0,False,False,False
18,23,0,0,1,-1.0,False,False,False
18,24,1,0,2,-1.0,False,False,False
18,25,1,0,1,-1.0,False,False,False
18,26,2,0,1,-1.0,False,False,False
18,27,3,0,0,-1.0,False,False,False
18,28,3,0,3,-1.0,False,False,False
18,29,2,0,2,-1.0,False,False,False
19,0,0,0,0,-1.0,False,False,False
19,1,0,1,0,-1.0,False,False,False
19,2,0,2,0,-1.0,False,False,False
19,3,0,3,0,-1.0,False,False,False
19,4,0,4,2,-1.0,False,False,False
19,5,0,3,3,-1.0,False,False,False
19,6,0,3,2,-1.0,False,False,False
19,7,0,2,1,-1.0,False,False,False
19,8,1,2,0,-1.0,False,False,False
19,9,1,2,1,-1.0,False,False,False
19,10,1,2,3,-1.0,False,False,False
19,11,0,2,0,-1.0,False,False,False
19,12,0,3,0,-1.0,False,False,False
19,13,0,4,1,-1.0,False,False,False
19,14,1,4,2,-1.0,False,False,False
19,15,1,4,0,-1.0,False,False,False
19,16,1,4,1,-1.0,False,False,False
19,17,2,4,1,-1.0,False,False,False
19,18,3,4,1,20.0,True,True,True
20,0,0,0,2,-1.0,False,False,False
20,1,0,0,1,-1.0,False,False,False
20,2,1,0,3,-1.0,False,False,False
20,3,0,0,3,-1.0,False,False,False
20,4,0,0,2,-1.0,False,False,False
20,5,0,0,0,-1.0,False,False,False
20,6,0,1,3,-1.0,False,False,False
20,7,0,1,1,-1.0,False,False,False
20,8,0,1,0,-1.0,False,False,False
20,9,0,2,2,-1.0,False,False,False
20,10,0,1,3,-1.0,False,False,False
20,11,0,1,2,-1.0,False,False,False
20,12,0,0,2,-1.0,False,False,False
20,13,0,0,2,-1.0,False,False,False
20,14,0,0,1,-1.0,False,False,False
20,15,1,0,0,-1.0,False,False,False
20,16,1,0,1,-1.0,False,False,False
20,17,2,0,0,-1.0,False,False,False
20,18,2,1,0,-1.0,False,False,False
20,19,2,1,0,-1.0,False,False,False
20,20,2,1,3,-1.0,False,False,False
20,21,2,1,1,-1.0,False,False,False
20,22,2,1,2,-1.0,False,False,False
20,23,2,0,1,-1.0,False,False,False
20,24,3,0,1,-1.0,False,False,False
20,25,4,0,3,-1.0,False,False,False
20,26,3,0,2,-1.0,False,False,False
20,27,3,0,3,-1.0,False,False,False
20,28,2,0,2,-1.0,False,False,False
20,29,2,0,0,-1.0,False,False,False
21,0,0,0,3,-1.0,False,False,False
21,1,0,0,0,-1.0,False,False,False
21,2,0,1,0,-1.0,False,False,False
21,3,0,2,0,-1.0,False,False,False
21,4,0,3,0,-1.0,False,False,False
21,5,0,4,0,-1.0,False,False,False
21,6,0,4,1,-1.0,False,False,False
21,7,1,4,1,-1.0,False,False,False
21,8,2,4,1,-1.0,False,False,False
21,9,3,4,1,20.0,True,True,True
22,0,0,0,1,-1.0,False,False,False
22,1,1,0,2,-1.0,False,False,False
22,2,1,0,1,-1.0,False,False,False
22,3,2,0,3,-1.0,False,False,False
22,4,1,0,3,-1.0,False,False,False
22,5,0,0,1,-1.0,False,False,False
22,6,1,0,2,-1.0,False,False,False
22,7,1,0,0,-1.0,False,False,False
22,8,1,0,1,-1.0,False,False,False
22,9,2,0,1,-1.0,False,False,False
22,10,3,0,3,-1.0,False,False,False
22,11,2,0,1,-1.0,False,False,False
22,12,3,0,0,-1.0,False,False,False
22,13,3,0,1,-1.0,False,False,False
22,14,4,0,1,-1.0,False,False,False
22,15,4,0,0,-1.0,False,False,False
22,16,4,1,0,-1.0,False,False,False
22,17,4,2,0,-1.0,False,False,False
22,18,4,3,0,20.0,True,True,True
23,0,0,0,0,-1.0,False,False,False
23,1,0,1,1,-1.0,False,False,False
23,2,0,1,0,-1.0,False,False,False
23,3,0,2,1,-1.0,False,False,False
23,4,1,2,2,-1.0,False,False,False
23,5,1,2,0,-1.0,False,False,False
23,6,1,2,3,-1.0,False,False,False
23,7,0,2,3,-1.0,False,False,False
23,8,0,2,0,-1.0,False,False,False
23,9,0,3,1,-1.0,False,False,False
23,10,0,3,3,-1.0,False,False,False
23,11,0,3,0,-1.0,False,False,False
23,12,0,4,3,-1.0,False,False,False
23,13,0,4,1,-1.0,False,False,False
23,14,1,4,1,-1.0,False,False,False
23,15,2,4,1,-1.0,False,False,False
23,16,3,4,1,20.0,True,True,True
24,0,0,0,3,-1.0,False,False,False
24,1,0,0,1,-1.0,False,False,False
24,2,1,0,1,-1.0,False,False,False
24,3,2,0,3,-1.0,False,False,False
24,4,1,0,0,-1.0,False,False,False
24,5,1,0,2,-1.0,False,False,False
24,6,1,0,1,-1.0,False,False,False
24,7,2,0,2,-1.0,False,False,False
24,8,2,0,0,-1.0,False,False,False
24,9,2,1,1,-1.0,False,False,False
24,10,2,1,3,-1.0,False,False,False
24,11,2,1,2,-1.0,False,False,False
24,12,2,0,1,-1.0,False,False,False
24,13,3,0,1,-1.0,False,False,False
24,14,4,0,0,-1.0,False,False,False
24,15,4,1,0,-1.0,False,False,False
24,16,4,2,0,-1.0,False,False,False
24,17,4,3,0,20.0,True,True,True
25,0,0,0,1,-1.0,False,False,False
25,1,1,0,3,-1.0,False,False,False
25,2,0,0,0,-1.0,False,False,False
25,3,0,1,3,-1.0,False,False,False
25,4,0,1,1,-1.0,False,False,False
25,5,0,1,2,-1.0,False,False,False
25,6,0,0,0,-1.0,False,False,False
25,7,0,1,0,-1.0,False,False,False
25,8,0,2,2,-1.0,False,False,False
25,9,0,1,0,-1.0,False,False,False
25,10,0,2,1,-1.0,False,False,False
25,11,1,2,1,-1.0,False,False,False
25,12,1,2,2,-1.0,False,False,False
25,13,1,2,0,-1.0,False,False,False
25,14,1,2,3,-1.0,False,False,False
25,15,0,2,0,-1.0,False,False,False
25,16,0,3,2,-1.0,False,False,False
25,17,0,2,3,-1.0,False,False,False
25,18,0,2,0,-1.0,False,False,False
25,19,0,3,2,-1.0,False,False,False
25,20,0,2,0,-1.0,False,False,False
25,21,0,3,0,-1.0,False,False,False
25,22,0,4,1,-1.0,False,False,False
25,23,1,4,1,-1.0,False,False,False
25,24,2,4,1,-1.0,False,False,False
25,25,3,4,1,20.0,True,True,True
26,0,0,0,2,-1.0,False,False,False
26,1,0,0,3,-1.0,False,False,False
26,2,0,0,1,-1.0,False,False,False
26,3,1,0,1,-1.0,False,False,False
26,4,2,0,0,-1.0,False,False,False
26,5,2,1,0,-1.0,False,False,False
